,gene,validation,localization
3096,YCR060W,Verified,null
3097,YBR016W,Verified,membrane
3098,YPR116W,Verified,null
3099,YOR198C,Verified,cytoplasm
3100,YHR089C,Verified,nucle
3101,YMR168C,Verified,nucle
3102,YGR204W,Verified,null
3103,YNL092W,Verified,cellular_component
3104,YLL035W,Verified,nucle
3105,YCR006C,Uncharacterized,cellular_component
3106,YER007W,Verified,cellular_component
3107,YPR056W,Verified,nucle
3108,YDR117C,Verified,null
3109,YDR392W,Verified,nucle
3110,YLR037C,Verified,null
3111,YJL078C,Verified,null
3112,YNL173C,Verified,membrane
3113,YGR200C,Verified,nucle
3114,YIL127C,Uncharacterized,null
3115,YLR067C,Verified,membrane
3116,YKL051W,Verified,membrane
3117,YLR294C,Dubious,cellular_component
3118,YPL167C,Verified,mitochond
3119,YLR223C,Verified,nucle
3120,YJL178C,Verified,mitochond
3121,YPR038W,Dubious,null
3122,YKL164C,Verified,nucle
3123,YBL098W,Verified,null
3124,YDL095W,Verified,null
3125,YOR118W,Verified,null
3126,YLR205C,Verified,membrane
3127,YMR022W,Verified,membrane
3128,YFL059W,Verified,cellular_component
3129,YML094W,Verified,cytoplasm
3130,YKR006C,Verified,mitochond
3131,YPR138C,Verified,membrane
3132,YIL005W,Verified,membrane
3133,YNL119W,Verified,null
3134,YHR079C,Verified,nucle
3135,YNR019W,Verified,endoplasm
3136,YGR158C,Verified,nucle
3137,YKL077W,Uncharacterized,null
3138,YFR046C,Verified,null
3139,YPL050C,Verified,null
3140,YIL058W,Dubious,cellular_component
3141,YJR114W,Dubious,cellular_component
3142,YJR141W,Uncharacterized,cellular_component
3143,YLR354C,Verified,nucle
3144,YHR022C,Uncharacterized,cellular_component
3145,YLR301W,Verified,membrane
3146,YOR032C,Verified,cellular_component
3147,YAL009W,Verified,membrane
3148,YJR054W,Verified,membrane
3149,YDL160C,Verified,cytoplasm
3150,YGR167W,Verified,null
3151,YBR134W,Dubious,cellular_component
3152,YBR161W,Verified,null
3153,YNL002C,Verified,nucle
3154,YPL145C,Verified,membrane
3155,YHL019C,Verified,null
3156,YIL118W,Verified,cytosol
3157,YPL190C,Verified,nucle
3158,YGL214W,Dubious,cellular_component
3159,YGR018C,Uncharacterized,cellular_component
3160,YOR267C,Verified,null
3161,YHR009C,Verified,cytoplasm
3162,YOR367W,Verified,null
3163,YOR385W,Uncharacterized,null
3164,YGR185C,Verified,nucle
3165,YJL189W,Verified,cytosol
3166,YLL050C,Verified,null
3167,YDR420W,Verified,membrane
3168,YGL172W,Verified,nucle
3169,YNL274C,Verified,null
3170,YOR101W,Verified,membrane
3171,YGL149W,Uncharacterized,cellular_component
3172,YOR063W,Verified,cytosol
3173,YOL080C,Verified,null
3174,YOL037C,Dubious,cellular_component
3175,YOL117W,Verified,null
3176,YBR283C,Verified,null
3177,YLR447C,Verified,membrane
3178,YML104C,Verified,nucle
3179,YNR033W,Verified,null
3180,YNR044W,Verified,null
3181,YDR195W,Verified,nucle
3182,YNL256W,Verified,cytoplasm
3183,YOL058W,Verified,cytosol
3184,YGL045W,Verified,membrane
3185,YER106W,Verified,nucle
3186,YCR107W,Verified,cellular_component
3187,YJL020C,Verified,null
3188,YBL107C,Verified,membrane
3189,YGR258C,Verified,nucle
3190,YPL234C,Verified,membrane
3191,YPL283C,Verified,null
3192,YOR209C,Verified,nucle
3193,YPR017C,Verified,cytosol
3194,YEL044W,Verified,null
3195,YML071C,Verified,null
3196,YLR016C,Verified,null
3197,YER120W,Verified,nucle
3198,YBR042C,Verified,null
3199,YHR111W,Verified,null
3200,YML129C,Verified,mitochond
3201,YCR047C,Verified,nucle
3202,YDR437W,Verified,membrane
3203,YBR202W,Verified,nucle
3204,YKL205W,Verified,cytoplasm
3205,YER033C,Verified,null
3206,YHR040W,Verified,null
3207,YML057W,Verified,null
3208,YDR178W,Verified,mitochond
3209,YKR038C,Verified,nucle
3210,YLR432W,Verified,cytoplasm
3211,YJR004C,Verified,null
3212,YIR027C,Verified,cellular_component
3213,YJL115W,Verified,nucle
3214,YJR073C,Verified,membrane
3215,YGL004C,Verified,nucle
3216,YMR292W,Verified,membrane
3217,YMR132C,Uncharacterized,null
3218,YPL008W,Verified,nucle
3219,YDL116W,Verified,nucle
3220,YGL193C,Uncharacterized,cellular_component
3221,YLR409C,Verified,nucle
3222,YPL088W,Uncharacterized,null
3223,YKR065C,Verified,null
3224,YMR041C,Verified,cellular_component
3225,YLR078C,Verified,membrane
3226,YMR267W,Verified,mitochond
3227,YDR078C,Verified,null
3228,YMR109W,Verified,null
3229,YDR232W,Verified,mitochond
3230,YDR245W,Verified,null
3231,YGR276C,Verified,nucle
3232,YDL138W,Verified,membrane
3233,YOR289W,Uncharacterized,null
3234,YPR071W,Uncharacterized,null
3235,YHR175W,Uncharacterized,membrane
3236,YOR013W,Dubious,cellular_component
3237,YMR325W,Verified,cellular_component
3238,YDR390C,Verified,nucle
3239,YNL150W,Dubious,cellular_component
3240,SCER_lnc0435,null,null
3241,YDR314C,Verified,null
3242,YKL098W,Verified,cellular_component
3243,YJL133W,Verified,mitochond
3244,YNL333W,Verified,cellular_component
3245,YBL084C,Verified,nucle
3246,YKL018W,Verified,null
3247,YBR111C,Verified,mitochond
3248,YFL047W,Verified,null
3249,YPR144C,Verified,nucle
3250,YKL136W,Dubious,cellular_component
3251,YIL166C,Uncharacterized,membrane
3252,YPL026C,Verified,nucle
3253,YIR011C,Verified,null
3254,YDR444W,Uncharacterized,null
3255,YOL154W,Verified,null
3256,YGL235W,Uncharacterized,cellular_component
3257,YBR130C,Verified,null
3258,YOR311C,Verified,membrane
3259,YOR344C,Verified,nucle
3260,YBR159W,Verified,endoplasm
3261,YDR189W,Verified,membrane
3262,YAL028W,Verified,endoplasm
3263,YPR092W,Dubious,cellular_component
3264,YGL160W,Verified,nucle
3265,YOR079C,Verified,membrane
3266,YCL030C,Verified,null
3267,YHR132C,Verified,null
3268,YOL049W,Verified,null
3269,YDR014W,Verified,nucle
3270,YBR180W,Verified,membrane
3271,YIL093C,Verified,mitochond
3272,YLR397C,Verified,null
3273,YDR463W,Verified,nucle
3274,YIL104C,Verified,nucle
3275,YIL151C,Uncharacterized,cellular_component
3276,YJL215C,Dubious,cellular_component
3277,YPL102C,Dubious,cellular_component
3278,YLR255C,Dubious,cellular_component
3279,YGR144W,Verified,cytosol
3280,YGR111W,Uncharacterized,null
3281,YGL155W,Verified,null
3282,YJR095W,Verified,membrane
3283,YOL063C,Verified,cellular_component
3284,YLR466W,Verified,nucle
3285,YJL193W,Uncharacterized,null
3286,YEL027W,Verified,membrane
3287,YOL014W,Uncharacterized,cellular_component
3288,YDR123C,Verified,nucle
3289,YNL235C,Dubious,cellular_component
3290,YLR057W,Verified,endoplasm
3291,YLR320W,Verified,nucle
3292,YFR014C,Verified,cytoplasm
3293,YMR231W,Verified,membrane
3294,YLR452C,Verified,membrane
3295,YJR160C,Verified,membrane
3296,YOR086C,Verified,endoplasm
3297,YDR020C,Uncharacterized,null
3298,YGR053C,Uncharacterized,cellular_component
3299,YPL213W,Verified,null
3300,YNL082W,Verified,null
3301,YOR279C,Verified,nucle
3302,YPL264C,Uncharacterized,null
3303,YOR224C,Verified,null
3304,YGL060W,Verified,nucle
3305,YCL046W,Dubious,cellular_component
3306,YNL188W,Verified,null
3307,YGR191W,Verified,membrane
3308,YBL061C,Verified,null
3309,YMR140W,Verified,cytoplasm
3310,YGL034C,Uncharacterized,cellular_component
3311,YPR114W,Uncharacterized,null
3312,YBR018C,Verified,cytoplasm
3313,YPR163C,Verified,cytoplasm
3314,YEL005C,Verified,null
3315,YDR035W,Verified,null
3316,YOR242C,Verified,null
3317,YCR059C,Verified,null
3318,YGL053W,Verified,endoplasm
3319,YCR004C,Verified,cytoplasm
3320,YDR115W,Verified,mitochond
3321,YMR166C,Verified,membrane
3322,YML038C,Verified,null
3323,YPR054W,Verified,null
3324,YBR098W,Verified,nucle
3325,SCER_lnc0112,null,null
3326,YLR031W,Uncharacterized,cellular_component
3327,YDL159W,Verified,cytoplasm
3328,YJR038C,Dubious,cellular_component
3329,YGL018C,Verified,mitochond
3330,YMR075W,Verified,null
3331,YMR020W,Verified,null
3332,YDR379W,Verified,null
3333,YHR169W,Verified,nucle
3334,YLR296W,Dubious,cellular_component
3335,YDR215C,Dubious,cellular_component
3336,YNL059C,Verified,nucle
3337,YBL042C,Verified,membrane
3338,YPL161C,Verified,null
3339,YIL121W,Verified,membrane
3340,YLR278C,Uncharacterized,null
3341,YOR293W,Verified,cytosol
3342,YGR239C,Verified,cytosol
3343,YKL111C,Dubious,cellular_component
3344,YJL041W,Verified,nucle
3345,YDL097C,Verified,null
3346,YLR203C,Verified,membrane
3347,YKR004C,Verified,cellular_component
3348,YML096W,Uncharacterized,null
3349,YHR192W,Verified,endoplasm
3350,YPL052W,Verified,cytoplasm
3351,YIL003W,Verified,cytoplasm
3352,YBR163W,Verified,null
3353,YDR465C,Verified,nucle
3354,YNL210W,Verified,nucle
3355,YKL079W,Verified,null
3356,YFR044C,Verified,cytoplasm
3357,YFR033C,Verified,mitochond
3358,YJR116W,Uncharacterized,null
3359,YGL229C,Verified,cytoplasm
3360,YLR356W,Verified,mitochond
3361,YKL057C,Verified,nucle
3362,YGL098W,Verified,membrane
3363,YJR056C,Verified,null
3364,YMR326C,Dubious,cellular_component
3365,YLR404W,Verified,endoplasm
3366,YGR161C,Uncharacterized,null
3367,YDL162C,Dubious,cellular_component
3368,YPL069C,Verified,null
3369,YGL216W,Verified,nucle
3370,YFL031W,Verified,nucle
3371,YJR138W,Verified,membrane
3372,YKL179C,Verified,membrane
3373,YJL145W,Verified,cytosol
3374,YBR132C,Verified,membrane
3375,YPL192C,Verified,nucle
3376,YNL004W,Verified,nucle
3377,YOR265W,Verified,null
3378,YJR079W,Uncharacterized,cellular_component
3379,YDR172W,Verified,cytoplasm
3380,YPR199C,Verified,nucle
3381,YPL194W,Verified,nucle
3382,YDR426C,Dubious,cellular_component
3383,YOR365C,Uncharacterized,null
3384,YDR394W,Verified,null
3385,YOR330C,Verified,mitochond
3386,YAR014C,Verified,null
3387,YOR387C,Uncharacterized,cellular_component
3388,YOL082W,Verified,cytoplasm
3389,YOR030W,Verified,membrane
3390,YOR065W,Verified,membrane
3391,YBR267W,Verified,cytoplasm
3392,YNL250W,Verified,nucle
3393,YOL115W,Verified,nucle
3394,YDR457W,Verified,null
3395,YNR031C,Verified,cytosol
3396,YNL131W,Verified,membrane
3397,YBL005W,Verified,nucle
3398,YDR193W,Dubious,null
3399,YDR041W,Verified,mitochond
3400,YGR070W,Verified,null
3401,YCR105W,Verified,cellular_component
3402,YBL101C,Verified,cellular_component
3403,YPL236C,Verified,null
3404,YDR370C,Verified,null
3405,YPR015C,Uncharacterized,cellular_component
3406,YDR488C,Verified,cytoplasm
3407,YDL050C,Dubious,cellular_component
3408,YLR154C,Uncharacterized,nucle
3409,YGR256W,Verified,cytosol
3410,YEL042W,Verified,null
3411,YPR048W,Verified,mitochond
3412,YLR014C,Verified,nucle
3413,YER126C,Verified,nucle
3414,YOR113W,Verified,nucle
3415,YGR224W,Verified,membrane
3416,YHR117W,Verified,membrane
3417,YBR040W,Verified,null
3418,YPL258C,Verified,cellular_component
3419,YCR045C,Verified,nucle
3420,YKL203C,Verified,membrane
3421,YHR017W,Verified,null
3422,YDL036C,Verified,mitochond
3423,YCL069W,Verified,membrane
3424,YLR434C,Dubious,cellular_component
3425,YML059C,Verified,endoplasm
3426,YKR045C,Uncharacterized,null
3427,YFL067W,Uncharacterized,cellular_component
3428,YER035W,Verified,nucle
3429,YPR128C,Verified,membrane
3430,YKL156W,Verified,cytosol
3431,YHR148W,Verified,null
3432,SCER_lnc0045,null,null
3433,YDL110C,Verified,null
3434,YMR134W,Verified,null
3435,SCER_lnc0042,null,null
3436,SCER_lnc0041,null,null
3437,YJR071W,Dubious,cellular_component
3438,YIR025W,Verified,nucle
3439,YGR225W,Verified,null
3440,YGL006W,Verified,membrane
3441,YPL006W,Verified,membrane
3442,YKR067W,Verified,endoplasm
3443,YOR168W,Verified,mitochond
3444,YMR043W,Verified,nucle
3445,YML077W,Verified,null
3446,YER068W,Verified,cytoplasm
3447,YER013W,Verified,null
3448,YMR269W,Verified,nucle
3449,YMR092C,Verified,null
3450,YJL008C,Verified,null
3451,YGL067W,Verified,null
3452,YDR230W,Dubious,cellular_component
3453,YPR073C,Verified,null
3454,YER188W,Dubious,cellular_component
3455,YHL039W,Verified,null
3456,YDL136W,Verified,cytosol
3457,YGR270W,Verified,nucle
3458,YHR177W,Verified,nucle
3459,YOR332W,Verified,membrane
3460,YDR046C,Verified,membrane
3461,SCER_lnc0450,null,null
3462,YDL245C,Verified,membrane
3463,YDR316W,Verified,mitochond
3464,YNL107W,Verified,null
3465,YDL210W,Verified,membrane
3466,YDR479C,Verified,membrane
3467,YKL096W,Verified,membrane
3468,YBR113W,Dubious,null
3469,YDR238C,Verified,null
3470,YNL069C,Verified,cytosol
3471,YGL191W,Verified,mitochond
3472,YFL041W,Verified,membrane
3473,YJL168C,Verified,nucle
3474,YDR145W,Verified,null
3475,YDR330W,Verified,null
3476,YPR146C,Dubious,mitochond
3477,YJL062W,Verified,membrane
3478,YNL325C,Verified,membrane
3479,YPL020C,Verified,nucle
3480,YOR102W,Dubious,cellular_component
3481,YKL130C,Verified,cytoplasm
3482,YOR346W,Verified,mitochond
3483,YAR031W,Verified,endoplasm
3484,YGL233W,Verified,null
3485,YGR113W,Verified,null
3486,YLR319C,Verified,null
3487,YMR235C,Verified,nucle
3488,YBR278W,Verified,null
3489,YDR295C,Verified,nucle
3490,YJR159W,Verified,cellular_component
3491,YHR134W,Verified,nucle
3492,YER041W,Verified,nucle
3493,YBR186W,Verified,nucle
3494,YIL153W,Verified,nucle
3495,YLR184W,Dubious,cellular_component
3496,YJL217W,Verified,null
3497,YIL102C,Uncharacterized,cellular_component
3498,YLR399C,Verified,nucle
3499,YAL011W,Verified,null
3500,YBR036C,Verified,membrane
3501,YBR244W,Verified,cytoplasm
3502,YBR179C,Verified,membrane
3503,YPL155C,Verified,cytoplasm
3504,YJR097W,Verified,null
3505,YGR142W,Verified,nucle
3506,YPL100W,Verified,membrane
3507,YLR257W,Verified,null
3508,YBL026W,Verified,cytoplasm
3509,YDR121W,Verified,null
3510,YNL233W,Verified,null
3511,YPL211W,Verified,nucle
3512,YDL077C,Verified,membrane
3513,YOR222W,Verified,membrane
3514,YEL021W,Verified,cytosol
3515,YOL061W,Verified,null
3516,YLR008C,Verified,membrane
3517,YHR210C,Uncharacterized,cellular_component
3518,YLR464W,Uncharacterized,cellular_component
3519,YJL191W,Verified,cytosol
3520,YMR219W,Verified,nucle
3521,YLR055C,Verified,null
3522,YJR061W,Uncharacterized,cellular_component
3523,YNR076W,Verified,null
3524,YFR016C,Verified,null
3525,YHR016C,Verified,null
3526,YLR450W,Verified,nucle
3527,YNL133C,Verified,null
3528,YOR379C,Dubious,cellular_component
3529,YIL095W,Verified,null
3530,YOR084W,Verified,null
3531,YNL084C,Verified,null
3532,YGR055W,Verified,membrane
3533,YOR051C,Verified,nucle
3534,YBR287W,Uncharacterized,null
3535,YER174C,Verified,nucle
3536,YCL048W,Verified,membrane
3537,YMR142C,Verified,cytosol
3538,YDL182W,Verified,nucle
3539,YGL121C,Verified,cellular_component
3540,YOR040W,Verified,mitochond
3541,YBL067C,Verified,cellular_component
3542,YLR168C,Verified,membrane
3543,YDL019C,Verified,nucle
3544,YNL300W,Uncharacterized,null
3545,YMR273C,Verified,cytoplasm
3546,YOR123C,Verified,nucle
3547,YGR295C,Verified,null
3548,YCR002C,Verified,membrane
3549,YMR164C,Verified,nucle
3550,YDR113C,Verified,nucle
3551,YLL031C,Verified,membrane
3552,YLR033W,Verified,null
3553,YLL064C,Verified,cellular_component
3554,YBR021W,Verified,membrane
3555,YBR230C,Verified,membrane
3556,YMR077C,Verified,cytoplasm
3557,YJR036C,Verified,null
3558,SCER_lnc1253,null,null
3559,YNL199C,Verified,nucle
3560,YFL008W,Verified,nucle
3561,YDR217C,Verified,nucle
3562,YNL020C,Verified,null
3563,YLR290C,Verified,mitochond
3564,YPL163C,Verified,null
3565,YIL123W,Verified,null
3566,YMR246W,Verified,membrane
3567,YPR161C,Verified,nucle
3568,YOR291W,Verified,membrane
3569,YKL117W,Verified,nucle
3570,YMR059W,Verified,nucle
3571,YDR062W,Verified,null
3572,YJL043W,Uncharacterized,null
3573,YHR190W,Verified,membrane
3574,YLR106C,Verified,nucle
3575,YKR002W,Verified,nucle
3576,YDR279W,Verified,nucle
3577,YDL099W,Verified,null
3578,YLR201C,Verified,membrane
3579,YML090W,Dubious,null
3580,YJL147C,Uncharacterized,null
3581,YIL054W,Uncharacterized,cellular_component
3582,YPL054W,Verified,cellular_component
3583,YIL001W,Uncharacterized,null
3584,YPL149W,Verified,cytosol
3585,YBR165W,Verified,nucle
3586,YHR075C,Verified,mitochond
3587,YGL041C,Dubious,null
3588,YFR031C,Verified,nucle
3589,YDR068W,Verified,null
3590,YJR110W,Verified,null
3591,YIL149C,Verified,nucle
3592,YNR015W,Verified,null
3593,YLR350W,Verified,endoplasm
3594,YBL103C,Verified,nucle
3595,YGR163W,Verified,membrane
3596,YKL022C,Verified,nucle
3597,YKL055C,Verified,mitochond
3598,YDL164C,Verified,nucle
3599,YJR050W,Verified,null
3600,YOR156C,Verified,nucle
3601,YNL006W,Verified,membrane
3602,YGL210W,Verified,null
3603,YLR376C,Verified,nucle
3604,YAL058W,Verified,membrane
3605,YFL033C,Verified,nucle
3606,YJR136C,Verified,null
3607,YJL098W,Verified,cytoplasm
3608,YML108W,Verified,null
3609,YMR310C,Uncharacterized,null
3610,YBL038W,Verified,mitochond
3611,YCL010C,Verified,null
3612,YGR189C,Verified,null
3613,YHL042W,Uncharacterized,null
3614,YNL278W,Verified,cellular_component
3615,YKL047W,Verified,null
3616,YOR363C,Verified,null
3617,YDR396W,Dubious,cellular_component
3618,YOR067C,Verified,membrane
3619,YGR094W,Verified,cytoplasm
3620,YNR048W,Verified,nucle
3621,YDR191W,Verified,nucle
3622,YHR028C,Verified,membrane
3623,YBR265W,Verified,null
3624,YBL007C,Verified,nucle
3625,YNR037C,Verified,mitochond
3626,YOL113W,Verified,nucle
3627,YCL024W,Verified,null
3628,YOL084W,Verified,null
3629,YAL032C,Verified,nucle
3630,YGL145W,Verified,endoplasm
3631,YNL283C,Verified,null
3632,YNL252C,Verified,mitochond
3633,YGL248W,Verified,cellular_component
3634,YDR511W,Verified,membrane
3635,YKL035W,Verified,cytoplasm
3636,YBR068C,Verified,membrane
3637,YDR043C,Verified,nucle
3638,YGR076C,Verified,mitochond
3639,YEL015W,Verified,cytoplasm
3640,YGR254W,Verified,mitochond
3641,YEL040W,Verified,null
3642,YPR013C,Uncharacterized,cellular_component
3643,YPL230W,Verified,nucle
3644,YLR271W,Uncharacterized,null
3645,YHR115C,Verified,null
3646,YER124C,Verified,null
3647,YER153C,Verified,membrane
3648,YPL256C,Verified,nucle
3649,YDL034W,Dubious,cellular_component
3650,YKL201C,Verified,membrane
3651,YOL026C,Verified,membrane
3652,YLR366W,Dubious,cellular_component
3653,YDL069C,Verified,mitochond
3654,YGL167C,Verified,membrane
3655,YDR236C,Verified,membrane
3656,YER037W,Verified,null
3657,YCR092C,Verified,null
3658,YJL111W,Verified,null
3659,YHR021C,Verified,cytosol
3660,YNL192W,Verified,membrane
3661,YLL010C,Verified,membrane
3662,YLR436C,Verified,null
3663,SCER_lnc0064,null,null
3664,YJR077C,Verified,mitochond
3665,YDL112W,Verified,null
3666,YBR002C,Verified,endoplasm
3667,YKL109W,Verified,null
3668,YKL154W,Verified,membrane
3669,YOL019W,Uncharacterized,membrane
3670,YLR121C,Verified,membrane
3671,YDL052C,Verified,null
3672,YKR061W,Verified,null
3673,YML075C,Verified,nucle
3674,YML002W,Uncharacterized,cellular_component
3675,YLR052W,Verified,null
3676,YER011W,Verified,null
3677,YMR090W,Uncharacterized,null
3678,YHR099W,Verified,nucle
3679,YKL132C,Verified,null
3680,YHR171W,Verified,cytosol
3681,YDR258C,Verified,mitochond
3682,YKL094W,Verified,membrane
3683,YNL259C,Verified,cytosol
3684,YDR318W,Verified,nucle
3685,YMR251W,Verified,cytoplasm
3686,YER080W,Verified,null
3687,YPL179W,Verified,null
3688,YDL247W,Verified,membrane
3689,YJR019C,Verified,null
3690,YDR147W,Verified,null
3691,YMR031C,Verified,membrane
3692,YBL080C,Verified,mitochond
3693,YMR136W,Verified,nucle
3694,YDL083C,Verified,cytosol
3695,YPL022W,Verified,nucle
3696,YDR336W,Uncharacterized,cellular_component
3697,YJL060W,Verified,cytoplasm
3698,YOR100C,Verified,membrane
3699,YPL095C,Verified,cellular_component
3700,YNL327W,Verified,null
3701,YPR140W,Verified,mitochond
3702,YGR048W,Verified,nucle
3703,YIR001C,Verified,cytoplasm
3704,YGR115C,Dubious,null
3705,YBR279W,Verified,nucle
3706,YAR033W,Verified,endoplasm
3707,YOR340C,Verified,null
3708,YGR140W,Verified,nucle
3709,YOL158C,Verified,membrane
3710,YOR122C,Verified,cytosol
3711,YBR151W,Verified,null
3712,YBR184W,Uncharacterized,cellular_component
3713,YGL231C,Verified,membrane
3714,YHR136C,Verified,null
3715,YDR018C,Uncharacterized,null
3716,YDR297W,Verified,membrane
3717,YFL065C,Uncharacterized,cellular_component
3718,YBR246W,Verified,cytoplasm
3719,YIL100W,Dubious,cellular_component
3720,YLR186W,Verified,nucle
3721,YIL155C,Verified,mitochond
3722,YDR302W,Verified,membrane
3723,YJL211C,Dubious,cellular_component
3724,YAL013W,Verified,null
3725,YDR098C,Verified,nucle
3726,YJR099W,Verified,cytoplasm
3727,YLR259C,Verified,mitochond
3728,YPL157W,Verified,nucle
3729,YKL005C,Verified,nucle
3730,YDR418W,Verified,cytosol
3731,YPL217C,Verified,nucle
3732,YEL023C,Uncharacterized,cellular_component
3733,YMR241W,Verified,mitochond
3734,YOL067C,Verified,nucle
3735,YOR275C,Verified,null
3736,YDL075W,Verified,cytosol
3737,YDR127W,Verified,null
3738,YOL018C,Verified,membrane
3739,YOR220W,Verified,null
3740,YLL048C,Verified,mitochond
3741,YNL264C,Verified,cytosol
3742,YHR212C,Dubious,cellular_component
3743,YLR053C,Uncharacterized,cellular_component
3744,YLR462W,Uncharacterized,cellular_component
3745,YPR203W,Uncharacterized,cellular_component
3746,YIL075C,Verified,nucle
3747,YNL335W,Verified,cellular_component
3748,YLR324W,Verified,membrane
3749,YOL098C,Verified,null
3750,YNR074C,Verified,nucle
3751,YHR014W,Verified,nucle
3752,YIL097W,Verified,null
3753,YOL045W,Verified,null
3754,YFR010W,Dubious,null
3755,YHL009C,Verified,null
3756,SCER_lnc0060,null,null
3757,YPR101W,Verified,null
3758,YOR053W,Dubious,cellular_component
3759,YLR304C,Verified,mitochond
3760,YNL048W,Verified,membrane
3761,YNL086W,Verified,null
3762,YGL064C,Verified,mitochond
3763,SCER_lnc0069,null,null
3764,YMR119W,Dubious,membrane
3765,YER176W,Verified,cytoplasm
3766,YPL279C,Verified,membrane
3767,YDL180W,Uncharacterized,null
3768,YGL127C,Verified,null
3769,YKL220C,Verified,membrane
3770,YLR166C,Verified,null
3771,YMR271C,Verified,null
3772,YBL065W,Dubious,cellular_component
3773,YPL004C,Verified,null
3774,YMR199W,Verified,nucle
3775,YER118C,Verified,membrane
3776,YMR162C,Verified,membrane
3777,YEL009C,Verified,nucle
3778,YKR106W,Verified,membrane
3779,YDR498C,Verified,endoplasm
3780,YLL066C,Uncharacterized,cellular_component
3781,YDR111C,Uncharacterized,null
3782,YBR023C,Verified,membrane
3783,YER058W,Verified,null
3784,YJR069C,Verified,null
3785,YBR299W,Verified,null
3786,YKR055W,Verified,membrane
3787,YIR035C,Uncharacterized,null
3788,YJR034W,Verified,membrane
3789,YOR003W,Verified,null
3790,YNL026W,Verified,mitochond
3791,YGR206W,Verified,cytosol
3792,YGL189C,Verified,cytosol
3793,YDR211W,Verified,nucle
3794,YOR125C,Verified,membrane
3795,YPR167C,Verified,cytoplasm
3796,YJL045W,Verified,null
3797,YMR057C,Dubious,cellular_component
3798,YNL306W,Verified,mitochond
3799,YOR297C,Verified,membrane
3800,YKL115C,Dubious,cellular_component
3801,YCL033C,Verified,mitochond
3802,YHR196W,Verified,nucle
3803,YDR277C,Verified,cellular_component
3804,YPR067W,Verified,mitochond
3805,YML092C,Verified,nucle
3806,YML025C,Verified,mitochond
3807,YLR100W,Verified,endoplasm
3808,YJR134C,Verified,null
3809,YBR167C,Verified,nucle
3810,YPL196W,Verified,mitochond
3811,YJL149W,Verified,null
3812,YNR017W,Verified,membrane
3813,YNL168C,Uncharacterized,null
3814,YFR037C,Verified,null
3815,YDR364C,Verified,nucle
3816,YHR077C,Verified,cytoplasm
3817,YPL056C,Uncharacterized,cellular_component
3818,YIL056W,Verified,nucle
3819,YDR461W,Verified,extracellular
3820,YNL113W,Verified,null
3821,YLR229C,Verified,membrane
3822,YJR052W,Verified,nucle
3823,YPR109W,Uncharacterized,null
3824,YLR292C,Verified,null
3825,YKL020C,Verified,nucle
3826,YFR019W,Verified,membrane
3827,YGL120C,Verified,null
3828,YBR009C,Verified,nucle
3829,YDL166C,Verified,nucle
3830,YGL212W,Verified,membrane
3831,YLR374C,Dubious,cellular_component
3832,YNL008C,Verified,membrane
3833,YOL111C,Verified,nucle
3834,YDR004W,Verified,nucle
3835,YMR312W,Verified,null
3836,YIL161W,Uncharacterized,null
3837,YOL144W,Verified,nucle
3838,YPL121C,Verified,nucle
3839,YGL178W,Verified,cytoplasm
3840,YGR121C,Verified,membrane
3841,YDL134C,Verified,cytoplasm
3842,YLR243W,Verified,cellular_component
3843,YGR096W,Verified,membrane
3844,YIR005W,Verified,null
3845,YJR112W,Uncharacterized,nucle
3846,YDL231C,Verified,membrane
3847,YEL074W,Dubious,cellular_component
3848,YIL069C,Verified,cytosol
3849,YJR083C,Verified,cellular_component
3850,YGL037C,Verified,nucle
3851,YNL135C,Verified,null
3852,YAL030W,Verified,membrane
3853,YGL147C,Verified,cytosol
3854,YBR263W,Verified,null
3855,YOL086C,Verified,cytoplasm
3856,YBL001C,Verified,null
3857,YNR035C,Verified,cytosol
3858,YBR232C,Dubious,cellular_component
3859,YDL032W,Dubious,cellular_component
3860,YMR252C,Uncharacterized,null
3861,YCR101C,Uncharacterized,membrane
3862,YGL246C,Verified,nucle
3863,YDR045C,Verified,null
3864,YPL232W,Verified,membrane
3865,YEL017W,Verified,null
3866,YGR252W,Verified,nucle
3867,YGR003W,Verified,null
3868,YDR517W,Verified,membrane
3869,YGL043W,Verified,nucle
3870,YOR256C,Verified,cellular_component
3871,YPR011C,Verified,membrane
3872,YPR044C,Dubious,cellular_component
3873,YHL040C,Verified,membrane
3874,YOR361C,Verified,cytoplasm
3875,YGR029W,Verified,membrane
3876,YOR334W,Verified,membrane
3877,YGL078C,Verified,nucle
3878,YER151C,Verified,cytoplasm
3879,YOL024W,Uncharacterized,cellular_component
3880,YPL209C,Verified,nucle
3881,YOR382W,Verified,null
3882,YEL039C,Verified,membrane
3883,YKL189W,Verified,null
3884,YPL254W,Verified,null
3885,YFL063W,Dubious,cellular_component
3886,YLL012W,Verified,membrane
3887,YCR076C,Verified,cellular_component
3888,YLR438W,Verified,cytosol
3889,YCR094W,Verified,membrane
3890,YNL190W,Verified,null
3891,YDR234W,Verified,null
3892,YDL239C,Verified,membrane
3893,YER039C,Uncharacterized,null
3894,YIR029W,Verified,cellular_component
3895,YKR049C,Verified,null
3896,YPR179C,Verified,nucle
3897,YDL149W,Verified,mitochond
3898,YPL002C,Verified,null
3899,YJR075W,Verified,null
3900,YPR124W,Verified,membrane
