,gene,validation,localization
2442,YGR246C,Verified,RNA polymerase
2443,YEL076C,Uncharacterized,molecular_function
2444,YPL242C,Verified,null
2445,YPR027C,Uncharacterized,molecular_function
2446,YDR206W,Verified,molecular_function
2447,YDL024C,Verified,null
2448,YMR239C,Verified,null
2449,YLR028C,Verified,hydrolase
2450,YBR081C,Verified,null
2451,YDR028C,Verified,null
2452,YHR105W,Verified,null
2453,YIR006C,Verified,null
2454,YDL079C,Verified,kinase
2455,YDL002C,Verified,null
2456,SCER_lnc0044,null,null
2457,YNL180C,Verified,null
2458,YDR162C,Verified,null
2459,SCER_lnc0043,null,null
2460,YJL101C,Verified,null
2461,YBL069W,Verified,molecular_function
2462,YNL040W,Verified,null
2463,YJL049W,Uncharacterized,molecular_function
2464,YOR129C,Verified,molecular_function
2465,YMR069W,Verified,histone
2466,SCER_lnc0107,null,null
2467,YBR010W,Verified,null
2468,YDL104C,Verified,molecular_function
2469,YKL119C,Verified,molecular_function
2470,YPL016W,Verified,transcription
2471,YHR042W,Verified,ADP
2472,YLR086W,Verified,ATP
2473,YER054C,Verified,null
2474,YKR015C,Uncharacterized,molecular_function
2475,YML030W,Verified,molecular_function
2476,YML065W,Verified,ATP
2477,YMR082C,Uncharacterized,molecular_function
2478,YER001W,Verified,null
2479,YGL023C,Verified,molecular_function
2480,YPR009W,Verified,transcription
2481,YMR115W,Verified,null
2482,YDL126C,Verified,ATP
2483,YGR264C,Verified,tRNA
2484,YIL129C,Verified,molecular_function
2485,YPL169C,Verified,null
2486,YHR161C,Verified,null
2487,YDL224C,Verified,null
2488,YLR225C,Uncharacterized,molecular_function
2489,YGL090W,Verified,null
2490,YGR134W,Verified,molecular_function
2491,YLR270W,Verified,hydrolase
2492,YGR169C,Verified,null
2493,YKL086W,Verified,null
2494,YBL096C,Dubious,molecular_function
2495,YFL028C,Verified,ATP
2496,YBR105C,Verified,molecular_function
2497,YDR371W,Uncharacterized,molecular_function
2498,YDR456W,Verified,null
2499,YDR324C,Verified,molecular_function
2500,YJL072C,Verified,molecular_function
2501,YOR112W,Verified,tRNA
2502,YPR132W,Verified,null
2503,YKL144C,Verified,RNA polymerase
2504,YNL175C,Verified,null
2505,YNL120C,Dubious,molecular_function
2506,YLR307W,Verified,null
2507,YOR356W,Verified,molecular_function
2508,YGR152C,Verified,null
2509,YAR027W,Verified,molecular_function
2510,YHL026C,Uncharacterized,molecular_function
2511,YGL221C,Verified,molecular_function
2512,YGR034W,Verified,null
2513,YJR147W,Verified,molecular_function
2514,YHR128W,Verified,null
2515,YDR538W,Verified,ATP
2516,YIL112W,Verified,molecular_function
2517,YDR501W,Verified,null
2518,YOL104C,Verified,null
2519,YNR028W,Verified,null
2520,YAL056W,Verified,kinase
2521,YBR250W,Verified,molecular_function
2522,YKL071W,Uncharacterized,molecular_function
2523,YPL134C,Verified,transmembrane
2524,YJL087C,Verified,ATP
2525,YPL143W,Verified,null
2526,YGL174W,Verified,molecular_function
2527,YLR435W,Verified,molecular_function
2528,YOR216C,Verified,null
2529,YEL057C,Verified,molecular_function
2530,YBL036C,Verified,null
2531,YLR358C,Uncharacterized,molecular_function
2532,YGR183C,Verified,null
2533,YPR191W,Verified,null
2534,YDL049C,Verified,molecular_function
2535,YHR068W,Verified,null
2536,YER071C,Uncharacterized,molecular_function
2537,YNL272C,Verified,null
2538,YBR048W,Verified,null
2539,YNL205C,Dubious,molecular_function
2540,YKR081C,Verified,rRNA binding
2541,YOR338W,Uncharacterized,molecular_function
2542,YJL183W,Verified,null
2543,YNR042W,Dubious,molecular_function
2544,YIL065C,Verified,molecular_function
2545,YOL031C,Verified,molecular_function
2546,YIR041W,Verified,molecular_function
2547,YNL258C,Verified,molecular_function
2548,YKL216W,Verified,dehydrogenase
2549,YGR012W,Verified,molecular_function
2550,YDR458C,Verified,molecular_function
2551,YNL098C,Verified,null
2552,YKR097W,Verified,kinase
2553,YML102W,Verified,histone
2554,YCR090C,Uncharacterized,molecular_function
2555,YDR049W,Verified,null
2556,YER100W,Verified,null
2557,YJL026W,Verified,null
2558,YCR018C,Dubious,null
2559,YBL075C,Verified,ATP
2560,YOR160W,Verified,null
2561,YGL133W,Verified,molecular_function
2562,YMR261C,Verified,null
2563,YCR036W,Verified,kinase
2564,YGR287C,Verified,null
2565,YMR170C,Verified,dehydrogenase
2566,YCL061C,Verified,molecular_function
2567,YOR238W,Uncharacterized,molecular_function
2568,YDR101C,Verified,molecular_function
2569,YOR146W,Dubious,molecular_function
2570,YLR049C,Uncharacterized,molecular_function
2571,YBR066C,Verified,null
2572,YMR061W,Verified,null
2573,YJR002W,Verified,molecular_function
2574,YDL145C,Verified,null
2575,YNL061W,Verified,null
2576,YNL034W,Uncharacterized,molecular_function
2577,YGL068W,Verified,null
2578,YFL014W,Verified,null
2579,YIL135C,Verified,molecular_function
2580,YDR087C,Verified,molecular_function
2581,YMR294W,Dubious,null
2582,YDR265W,Verified,null
2583,YER136W,Verified,null
2584,YDR072C,Verified,null
2585,YOR283W,Verified,null
2586,YKL178C,Verified,receptor
2587,YDR352W,Verified,transmembrane
2588,YKL129C,Verified,null
2589,YML051W,Verified,transcription
2590,YML084W,Dubious,molecular_function
2591,YHR184W,Verified,molecular_function
2592,YCR098C,Verified,transmembrane
2593,YDR243C,Verified,ATP
2594,YLR172C,Verified,null
2595,YLR213C,Verified,hydrolase
2596,YKR036C,Verified,molecular_function
2597,YPL195W,Verified,null
2598,YIL040W,Verified,molecular_function
2599,YDR471W,Verified,null
2600,YOR015W,Uncharacterized,molecular_function
2601,YHR003C,Verified,tRNA
2602,YAL019W,Verified,ATP
2603,YLR344W,Verified,null
2604,YNL206C,Verified,histone
2605,YLR449W,Verified,null
2606,YNL156C,Verified,null
2607,YBR219C,Uncharacterized,molecular_function
2608,YML123C,Verified,transmembrane
2609,YNR063W,Uncharacterized,null
2610,YLR239C,Verified,null
2611,YJL160C,Uncharacterized,molecular_function
2612,YPL075W,Verified,RNA polymerase
2613,YJR024C,Verified,null
2614,YJL135W,Dubious,molecular_function
2615,YBR142W,Verified,ATP
2616,YGR175C,Verified,drug binding
2617,YIR017C,Verified,transcription
2618,YDR338C,Uncharacterized,transmembrane
2619,YKL187C,Verified,molecular_function
2620,SCER_lnc0760,null,null
2621,YJR126C,Verified,molecular_function
2622,YGL204C,Uncharacterized,molecular_function
2623,YDR012W,Verified,null
2624,YOL152W,Verified,null
2625,YOL125W,Verified,tRNA
2626,YDR544C,Dubious,molecular_function
2627,YGR203W,Verified,null
2628,YHL003C,Verified,null
2629,YOR371C,Verified,kinase
2630,YJR104C,Verified,null
2631,YBL086C,Uncharacterized,molecular_function
2632,YGR080W,Verified,null
2633,YBL011W,Verified,null
2634,YDR183W,Verified,null
2635,YDR138W,Verified,null
2636,YOR317W,Verified,null
2637,YNL226W,Dubious,molecular_function
2638,YAR064W,Uncharacterized,molecular_function
2639,YAL022C,Verified,transmembrane
2640,YOL078W,Verified,null
2641,YGL153W,Verified,null
2642,YBR277C,Dubious,molecular_function
2643,YNL291C,Verified,calcium channel
2644,YHR218W,Dubious,molecular_function
2645,YMR211W,Verified,molecular_function
2646,YOR185C,Verified,null
2647,YOR244W,Verified,histone
2648,YEL003W,Verified,null
2649,YDR503C,Verified,null
2650,YGR066C,Uncharacterized,molecular_function
2651,YPL244C,Verified,transmembrane
2652,YDR492W,Verified,molecular_function
2653,YGR240C,Uncharacterized,kinase
2654,YGL049C,Verified,null
2655,YPR052C,Verified,null
2656,YPR025C,Verified,kinase
2657,YBR087W,Verified,null
2658,YDR446W,Verified,molecular_function
2659,YHR107C,Verified,null
2660,YAR002W,Verified,transporter
2661,YMR237W,Verified,null
2662,YDR026C,Verified,null
2663,YEL029C,Verified,kinase
2664,YCR052W,Verified,null
2665,YOL012C,Verified,null
2666,YPL219W,Verified,kinase
2667,YPL262W,Verified,null
2668,YDR160W,Verified,molecular_function
2669,YCR064C,Dubious,molecular_function
2670,YLR289W,Verified,null
2671,YCL040W,Verified,kinase
2672,YJL103C,Verified,transcription
2673,YNL042W,Verified,molecular_function
2674,YNL308C,Verified,molecular_function
2675,YPL010W,Verified,molecular_function
2676,YHR058C,Verified,transcription
2677,YJR049C,Verified,kinase
2678,YPR112C,Verified,null
2679,YPR169W,Dubious,molecular_function
2680,YHR085W,Verified,null
2681,YML067C,Verified,molecular_function
2682,YER052C,Verified,kinase
2683,YLR080W,Verified,null
2684,YER003C,Verified,null
2685,SCER_lnc0223,null,null
2686,YOR058C,Verified,null
2687,YKR017C,Verified,null
2688,YLR413W,Verified,molecular_function
2689,YDL120W,Verified,null
2690,YGR127W,Uncharacterized,molecular_function
2691,YMR113W,Verified,null
2692,YMR084W,Uncharacterized,molecular_function
2693,YPL162C,Uncharacterized,molecular_function
2694,gene,status,null
2695,YGL021W,Verified,kinase
2696,YNL028W,Dubious,molecular_function
2697,YHR167W,Verified,null
2698,YIL172C,Verified,null
2699,YKL146W,Verified,transmembrane
2700,YLR227C,Verified,null
2701,YKL080W,Verified,ATP
2702,YGL096W,Verified,null
2703,YFL055W,Verified,transmembrane
2704,YKL160W,Verified,RNA polymerase
2705,YBL094C,Dubious,molecular_function
2706,YDL091C,Verified,null
2707,YHR198C,Verified,molecular_function
2708,YJL129C,Verified,transmembrane
2709,YLR209C,Verified,hydrolase
2710,YMR026C,Verified,null
2711,YJL074C,Verified,ATP
2712,YNL177C,Verified,null
2713,YKL162C,Uncharacterized,molecular_function
2714,YOR114W,Uncharacterized,molecular_function
2715,YDR326C,Verified,null
2716,YPR134W,Verified,molecular_function
2717,YFR039C,Verified,molecular_function
2718,YHL020C,Verified,transcription
2719,YIL009W,Verified,null
2720,YFR042W,Verified,molecular_function
2721,YOR066W,Verified,molecular_function
2722,YOR354C,Verified,null
2723,YGL223C,Verified,null
2724,YOR036W,Verified,receptor
2725,YGR032W,Verified,null
2726,YJR145C,Verified,null
2727,YGL076C,Verified,null
2728,YGR132C,Verified,molecular_function
2729,YOL106W,Dubious,molecular_function
2730,YGL218W,Dubious,molecular_function
2731,YBR256C,Verified,null
2732,YGL118C,Uncharacterized,molecular_function
2733,YOL135C,Verified,molecular_function
2734,YGR109C,Verified,kinase
2735,YKL073W,Verified,ATP
2736,YNL130C,Uncharacterized,null
2737,YPL141C,Verified,kinase
2738,YHR151C,Verified,molecular_function
2739,YJL081C,Verified,histone
2740,YMR318C,Verified,ADP
2741,YCL018W,Verified,dehydrogenase
2742,YGR181W,Verified,transporter
2743,YPR197C,Dubious,molecular_function
2744,YOR214C,Verified,molecular_function
2745,YOR263C,Dubious,molecular_function
2746,YGL176C,Uncharacterized,molecular_function
2747,YBL030C,Verified,ADP
2748,YPL229W,Uncharacterized,molecular_function
2749,YNL270C,Verified,molecular_function
2750,YLL054C,Uncharacterized,transcription
2751,YOR381W,Uncharacterized,null
2752,YER073W,Verified,dehydrogenase
2753,YLR012C,Uncharacterized,molecular_function
2754,YLR065C,Verified,molecular_function
2755,YBR046C,Verified,ADP
2756,YNR040W,Uncharacterized,molecular_function
2757,YIL067C,Uncharacterized,molecular_function
2758,YHR020W,Verified,tRNA
2759,YIL089W,Verified,molecular_function
2760,YOL033W,Verified,tRNA
2761,YBR238C,Verified,null
2762,YGL058W,Verified,ATP
2763,YKR099W,Verified,transcription
2764,YML100W,Verified,null
2765,YOR144C,Verified,null
2766,YMR158W,Dubious,null
2767,YJL024C,Verified,molecular_function
2768,YDR519W,Verified,null
2769,YER102W,Verified,null
2770,YER019W,Verified,null
2771,YMR263W,Verified,histone
2772,YLR415C,Uncharacterized,molecular_function
2773,YKR069W,Verified,null
2774,YGL135W,Verified,null
2775,YLR129W,Verified,null
2776,YBL077W,Dubious,molecular_function
2777,YGR232W,Verified,molecular_function
2778,YMR172W,Verified,transcription
2779,YCR034W,Verified,null
2780,YCR043C,Uncharacterized,molecular_function
2781,YLL009C,Verified,null
2782,YJL146W,Verified,molecular_function
2783,YMR258C,Verified,null
2784,YBR060C,Verified,null
2785,YDR103W,Verified,kinase
2786,YMR018W,Uncharacterized,molecular_function
2787,YIR023W,Verified,transcription
2788,YJL119C,Dubious,molecular_function
2789,YKR043C,Verified,null
2790,YMR067C,Verified,null
2791,YDL143W,Verified,null
2792,YKR034W,Verified,transcription
2793,YHR044C,Verified,null
2794,YGL197W,Verified,molecular_function
2795,YNL036W,Verified,null
2796,YFL012W,Uncharacterized,molecular_function
2797,YMR296C,Verified,null
2798,YDR267C,Verified,null
2799,YJL208C,Verified,null
2800,YOR162C,Verified,RNA polymerase
2801,YMR098C,Verified,molecular_function
2802,YOR285W,Verified,null
2803,YJL002C,Verified,null
2804,YPR159W,Verified,null
2805,YGR223C,Verified,null
2806,YDR074W,Verified,null
2807,YPR075C,Verified,molecular_function
2808,YML053C,Uncharacterized,molecular_function
2809,YER099C,Verified,kinase
2810,YDR241W,Dubious,molecular_function
2811,YLR174W,Verified,ADP
2812,YPL238C,Dubious,molecular_function
2813,YJR120W,Verified,molecular_function
2814,YOR017W,Verified,molecular_function
2815,YHR005C,Verified,null
2816,YDR473C,Verified,molecular_function
2817,YLR393W,Verified,null
2818,YDR310C,Verified,RNA polymerase
2819,YBR217W,Verified,null
2820,YNL154C,Verified,kinase
2821,YNR065C,Uncharacterized,molecular_function
2822,YIL046W,Verified,null
2823,YFR009W,Dubious,ATP
2824,YNL101W,Verified,transmembrane
2825,YDR081C,Verified,RNA polymerase
2826,YJL137C,Verified,null
2827,YDR383C,Verified,molecular_function
2828,YBR115C,Verified,dehydrogenase
2829,YIR015W,Verified,null
2830,YDR448W,Verified,transcription
2831,YJR111C,Verified,molecular_function
2832,YPL073C,Dubious,molecular_function
2833,YLR360W,Verified,molecular_function
2834,YKL181W,Verified,kinase
2835,YOL150C,Dubious,molecular_function
2836,YPR096C,Verified,molecular_function
2837,YNL293W,Verified,null
2838,YDR010C,Dubious,molecular_function
2839,YIL028W,Dubious,molecular_function
2840,YDR526C,Dubious,molecular_function
2841,YGR045C,Dubious,molecular_function
2842,SCER_lnc1786,null,null
2843,SCER_lnc1781,null,null
2844,YML125C,Verified,null
2845,YLR251W,Verified,molecular_function
2846,YDR509W,Dubious,molecular_function
2847,YGR086C,Verified,null
2848,YPL106C,Verified,ATP
2849,YGL151W,Verified,molecular_function
2850,YJR091C,Verified,null
2851,YBR271W,Verified,null
2852,YBL017C,Verified,null
2853,YAL024C,Verified,null
2854,YOR348C,Verified,transmembrane
2855,YJL197W,Verified,null
2856,YMR213W,Verified,null
2857,YOR218C,Dubious,molecular_function
2858,YDL006W,Verified,null
2859,YDR505C,Verified,null
2860,YGR242W,Dubious,molecular_function
2861,YGR068C,Verified,null
2862,YOR390W,Verified,transmembrane
2863,YPL246C,Verified,molecular_function
2864,YOR246C,Verified,null
2865,YGL039W,Verified,dehydrogenase
2866,YER066W,Uncharacterized,molecular_function
2867,YPR050C,Dubious,molecular_function
2868,YGR293C,Dubious,molecular_function
2869,YEL001C,Verified,molecular_function
2870,YBR085W,Verified,ADP
2871,YHR109W,Verified,null
2872,YDL043C,Verified,null
2873,YHL001W,Verified,null
2874,YOR373W,Verified,null
2875,YHR091C,Verified,tRNA
2876,YPL260W,Verified,molecular_function
2877,YOR082C,Dubious,molecular_function
2878,YOL010W,Verified,null
2879,YDR024W,Dubious,molecular_function
2880,YOR228C,Verified,molecular_function
2881,YMR111C,Verified,molecular_function
2882,YNL184C,Uncharacterized,molecular_function
2883,YMR144W,Uncharacterized,molecular_function
2884,YCL042W,Uncharacterized,molecular_function
2885,YCR088W,Verified,null
2886,YDR208W,Verified,kinase
2887,YHR087W,Verified,molecular_function
2888,YBR014C,Verified,null
2889,YPL012W,Verified,null
2890,YDL108W,Verified,kinase
2891,YPR110C,Verified,RNA polymerase
2892,YJL177W,Verified,null
2893,YDR119W,Verified,molecular_function
2894,YLL037W,Dubious,molecular_function
2895,YLR411W,Verified,transmembrane
2896,YDR490C,Verified,kinase
2897,YER005W,Verified,null
2898,YPL034W,Uncharacterized,molecular_function
2899,YDL028C,Verified,kinase
2900,YER050C,Verified,null
2901,YCR008W,Verified,kinase
2902,YLR119W,Verified,null
2903,YLR082C,Verified,molecular_function
2904,YER190W,Verified,null
2905,YLR035C,Verified,molecular_function
2906,YDL122W,Verified,null
2907,YDL188C,Verified,null
2908,YGR268C,Verified,molecular_function
2909,YNL171C,Dubious,molecular_function
2910,YIL125W,Verified,dehydrogenase
2911,YKL148C,Verified,dehydrogenase
2912,YJL076W,Verified,null
2913,YIL077C,Uncharacterized,molecular_function
2914,YHR165C,Verified,snRNA binding
2915,YLR322W,Dubious,molecular_function
2916,YKL028W,Verified,RNA polymerase
2917,YKL053W,Dubious,molecular_function
2918,YPL165C,Verified,molecular_function
2919,YDL228C,Dubious,molecular_function
2920,YKL082C,Verified,molecular_function
2921,YKL166C,Verified,kinase
2922,YDL093W,Verified,null
2923,YMR024W,Verified,null
2924,YPL038W,Verified,transcription
2925,YPR136C,Dubious,molecular_function
2926,YOR116C,Verified,RNA polymerase
2927,YLR207W,Verified,null
2928,YFR040W,Verified,null
2929,YLR303W,Verified,null
2930,YHL022C,Verified,null
2931,YOR061W,Verified,kinase
2932,YGR030C,Verified,null
2933,YOR034C,Uncharacterized,null
2934,YGL094C,Verified,null
2935,YJR059W,Verified,kinase
2936,YJR162C,Dubious,molecular_function
2937,YGR130C,Verified,molecular_function
2938,YGR165W,Verified,null
2939,YGL066W,Verified,histone
2940,YBR254C,Verified,molecular_function
2941,YBR136W,Verified,kinase
2942,YPL186C,Verified,molecular_function
2943,YJL083W,Verified,molecular_function
2944,YPL138C,Verified,histone
2945,YJL141C,Verified,kinase
2946,YKL075C,Uncharacterized,molecular_function
2947,YPL147W,Verified,transmembrane
2948,YCL011C,Verified,null
2949,YPR195C,Dubious,molecular_function
2950,YGR187C,Verified,molecular_function
2951,YDR056C,Uncharacterized,molecular_function
2952,YDR422C,Verified,kinase
2953,YNL276C,Dubious,molecular_function
2954,YLL056C,Uncharacterized,molecular_function
2955,YBL032W,Verified,null
2956,YHL048W,Verified,molecular_function
2957,YLR010C,Verified,null
2958,YNL209W,Verified,ATP
2959,YIL061C,Verified,snRNA binding
2960,YBL009W,Verified,kinase
2961,YNR046W,Verified,tRNA
2962,YOL035C,Dubious,molecular_function
2963,YCL022C,Dubious,molecular_function
2964,YHR026W,Verified,ATP
2965,YNL254C,Verified,molecular_function
2966,YDR197W,Verified,null
2967,YNL289W,Verified,kinase
2968,YML106W,Verified,null
2969,YBR062C,Uncharacterized,molecular_function
2970,YJL022W,Dubious,molecular_function
2971,YOR142W,Verified,ADP
2972,YPL281C,Verified,null
2973,YER104W,Verified,molecular_function
2974,YLR150W,Verified,null
2975,YEL046C,Verified,null
2976,YLR427W,Verified,molecular_function
2977,YML008C,Verified,null
2978,YDL054C,Verified,transporter
2979,YPR019W,Verified,ATP
2980,YMR265C,Uncharacterized,molecular_function
2981,YML073C,Verified,null
2982,YGL137W,Verified,null
2983,YBR044C,Verified,null
2984,YIR032C,Verified,null
2985,YER159C,Verified,transcription
2986,YER122C,Verified,null
2987,YHR113W,Verified,peptidase
2988,YCR041W,Verified,molecular_function
2989,YKL207W,Verified,molecular_function
2990,YBR298C,Uncharacterized,null
2991,YER031C,Verified,null
2992,YMR065W,Verified,molecular_function
2993,YJR006W,Verified,null
2994,YIR021W,Uncharacterized,null
2995,YGL002W,Verified,molecular_function
2996,YLR430W,Verified,ATP
2997,YJL117W,Verified,null
2998,YKR041W,Verified,molecular_function
2999,YHR046C,Verified,null
3000,YMR130W,Uncharacterized,molecular_function
3001,YGL195W,Verified,kinase
3002,YMR290C,Verified,ATP
3003,YDL141W,Verified,null
3004,YDR269C,Dubious,molecular_function
3005,YDR076W,Verified,ATP
3006,YOR139C,Dubious,molecular_function
3007,YJL059W,Verified,molecular_function
3008,YMR047C,Verified,transporter
3009,YNL338W,Dubious,molecular_function
3010,YGR221C,Verified,molecular_function
3011,YDR247W,Verified,kinase
3012,YGR274C,Verified,null
3013,YML055W,Verified,peptidase
3014,YPR077C,Dubious,molecular_function
3015,YML088W,Verified,null
3016,YLR176C,Verified,RNA polymerase
3017,YLR268W,Verified,receptor
3018,YOR011W,Uncharacterized,ATP
3019,YMR323W,Verified,null
3020,YBR128C,Verified,molecular_function
3021,YDL214C,Verified,kinase
3022,YJR122W,Verified,molecular_function
3023,YNL103W,Verified,transcription
3024,YIL044C,Verified,null
3025,YHR067W,Verified,null
3026,YLR395C,Verified,null
3027,YDR312W,Verified,rRNA binding
3028,YLR348C,Verified,transmembrane
3029,YBR248C,Verified,null
3030,YNR067C,Verified,null
3031,YNL152W,Verified,null
3032,YHR153C,Verified,molecular_function
3033,YFL045C,Verified,null
3034,YFL010C,Verified,molecular_function
3035,YDR141C,Verified,molecular_function
3036,YJL131C,Verified,null
3037,YBR117C,Verified,null
3038,YDR083W,Verified,null
3039,YDR168W,Verified,null
3040,YIR013C,Verified,transcription
3041,YPL071C,Uncharacterized,molecular_function
3042,YKL183W,Verified,molecular_function
3043,YLR362W,Verified,kinase
3044,YPL024W,Verified,null
3045,YKL134C,Verified,peptidase
3046,YBR273C,Verified,molecular_function
3047,YOR313C,Verified,molecular_function
3048,YAL026C,Verified,ATP
3049,YAR060C,Dubious,molecular_function
3050,YGL237C,Verified,null
3051,YPR094W,Verified,molecular_function
3052,YNL295W,Uncharacterized,molecular_function
3053,YDR540C,Verified,molecular_function
3054,YOL156W,Verified,transmembrane
3055,YOL129W,Verified,molecular_function
3056,YHR130C,Uncharacterized,molecular_function
3057,YBR182C,Uncharacterized,transcription
3058,YPL040C,Verified,tRNA
3059,YIL091C,Verified,rRNA binding
3060,YPL104W,Verified,tRNA
3061,YLR253W,Verified,molecular_function
3062,YBR215W,Verified,null
3063,YIL106W,Verified,kinase
3064,YML127W,Verified,null
3065,YLR188W,Verified,ATP
3066,YJR108W,Verified,molecular_function
3067,YGL157W,Verified,ADP
3068,YJR093C,Verified,null
3069,YGR146C,Uncharacterized,molecular_function
3070,YNL237W,Verified,molecular_function
3071,YGR077C,Verified,null
3072,YJL195C,Dubious,molecular_function
3073,YDL073W,Verified,kinase
3074,YDL004W,Verified,ATP
3075,YLR059C,Verified,exonuclease activity
3076,YDR507C,Verified,kinase
3077,YEL007W,Verified,molecular_function
3078,YGR291C,Dubious,molecular_function
3079,YDR512C,Verified,molecular_function
3080,YPL248C,Verified,RNA polymerase
3081,YMR233W,Verified,molecular_function
3082,YNL080C,Verified,molecular_function
3083,YDR022C,Verified,molecular_function
3084,YPL266W,Verified,null
3085,YLR088W,Verified,null
3086,YGR051C,Dubious,molecular_function
3087,YOR080W,Verified,null
3088,YGL062W,Verified,null
3089,YER169W,Verified,transcription
3090,YOL016C,Verified,kinase
3091,YOR226C,Verified,molecular_function
3092,YEL025C,Uncharacterized,molecular_function
3093,YNL186W,Verified,null
3094,YBL063W,Verified,null
3095,YMR146C,Verified,null
3096,YCR060W,Verified,null
3097,YBR016W,Verified,molecular_function
3098,YPR116W,Verified,molecular_function
3099,YOR198C,Verified,null
3100,YHR089C,Verified,null
3101,YMR168C,Verified,null
3102,YGR204W,Verified,hydrolase
3103,YNL092W,Verified,null
3104,YLL035W,Verified,kinase
3105,YCR006C,Uncharacterized,molecular_function
3106,YER007W,Verified,null
3107,YPR056W,Verified,transcription
3108,YDR117C,Verified,null
3109,YDR392W,Verified,transcription
3110,YLR037C,Verified,molecular_function
3111,YJL078C,Verified,molecular_function
3112,YNL173C,Verified,molecular_function
3113,YGR200C,Verified,null
3114,YIL127C,Uncharacterized,molecular_function
3115,YLR067C,Verified,null
3116,YKL051W,Verified,molecular_function
3117,YLR294C,Dubious,molecular_function
3118,YPL167C,Verified,null
3119,YLR223C,Verified,transcription
3120,YJL178C,Verified,null
3121,YPR038W,Dubious,molecular_function
3122,YKL164C,Verified,null
3123,YBL098W,Verified,null
3124,YDL095W,Verified,null
3125,YOR118W,Verified,molecular_function
3126,YLR205C,Verified,null
3127,YMR022W,Verified,null
3128,YFL059W,Verified,null
3129,YML094W,Verified,null
3130,YKR006C,Verified,null
3131,YPR138C,Verified,transmembrane
3132,YIL005W,Verified,null
3133,YNL119W,Verified,molecular_function
3134,YHR079C,Verified,kinase
3135,YNR019W,Verified,null
3136,YGR158C,Verified,molecular_function
3137,YKL077W,Uncharacterized,molecular_function
3138,YFR046C,Verified,null
3139,YPL050C,Verified,null
3140,YIL058W,Dubious,molecular_function
3141,YJR114W,Dubious,molecular_function
3142,YJR141W,Uncharacterized,molecular_function
3143,YLR354C,Verified,null
3144,YHR022C,Uncharacterized,molecular_function
3145,YLR301W,Verified,molecular_function
3146,YOR032C,Verified,transcription
3147,YAL009W,Verified,null
3148,YJR054W,Verified,transmembrane
3149,YDL160C,Verified,ATP
3150,YGR167W,Verified,null
3151,YBR134W,Dubious,molecular_function
3152,YBR161W,Verified,null
3153,YNL002C,Verified,rRNA binding
3154,YPL145C,Verified,transporter
3155,YHL019C,Verified,null
3156,YIL118W,Verified,null
3157,YPL190C,Verified,transcription
3158,YGL214W,Dubious,molecular_function
3159,YGR018C,Uncharacterized,molecular_function
3160,YOR267C,Verified,kinase
3161,YHR009C,Verified,molecular_function
3162,YOR367W,Verified,null
3163,YOR385W,Uncharacterized,molecular_function
3164,YGR185C,Verified,tRNA
3165,YJL189W,Verified,null
3166,YLL050C,Verified,null
3167,YDR420W,Verified,null
3168,YGL172W,Verified,transporter
3169,YNL274C,Verified,ADP
3170,YOR101W,Verified,null
3171,YGL149W,Uncharacterized,molecular_function
3172,YOR063W,Verified,null
3173,YOL080C,Verified,exonuclease activity
3174,YOL037C,Dubious,molecular_function
3175,YOL117W,Verified,molecular_function
3176,YBR283C,Verified,null
3177,YLR447C,Verified,ATP
3178,YML104C,Verified,null
3179,YNR033W,Verified,null
3180,YNR044W,Verified,null
3181,YDR195W,Verified,null
3182,YNL256W,Verified,kinase
3183,YOL058W,Verified,null
3184,YGL045W,Verified,molecular_function
3185,YER106W,Verified,molecular_function
3186,YCR107W,Verified,NAD+
3187,YJL020C,Verified,null
3188,YBL107C,Verified,molecular_function
3189,YGR258C,Verified,null
3190,YPL234C,Verified,ATP
3191,YPL283C,Verified,null
3192,YOR209C,Verified,null
3193,YPR017C,Verified,null
3194,YEL044W,Verified,molecular_function
3195,YML071C,Verified,molecular_function
3196,YLR016C,Verified,molecular_function
3197,YER120W,Verified,null
3198,YBR042C,Verified,null
3199,YHR111W,Verified,null
3200,YML129C,Verified,molecular_function
3201,YCR047C,Verified,null
3202,YDR437W,Verified,null
3203,YBR202W,Verified,ATP
3204,YKL205W,Verified,tRNA
3205,YER033C,Verified,molecular_function
3206,YHR040W,Verified,null
3207,YML057W,Verified,null
3208,YDR178W,Verified,dehydrogenase
3209,YKR038C,Verified,null
3210,YLR432W,Verified,dehydrogenase
3211,YJR004C,Verified,null
3212,YIR027C,Verified,null
3213,YJL115W,Verified,histone
3214,YJR073C,Verified,null
3215,YGL004C,Verified,molecular_function
3216,YMR292W,Verified,molecular_function
3217,YMR132C,Uncharacterized,molecular_function
3218,YPL008W,Verified,null
3219,YDL116W,Verified,null
3220,YGL193C,Uncharacterized,molecular_function
3221,YLR409C,Verified,molecular_function
3222,YPL088W,Uncharacterized,null
3223,YKR065C,Verified,molecular_function
3224,YMR041C,Verified,dehydrogenase
3225,YLR078C,Verified,receptor
3226,YMR267W,Verified,null
3227,YDR078C,Verified,molecular_function
3228,YMR109W,Verified,null
3229,YDR232W,Verified,null
3230,YDR245W,Verified,null
3231,YGR276C,Verified,exonuclease activity
3232,YDL138W,Verified,molecular_function
3233,YOR289W,Uncharacterized,molecular_function
3234,YPR071W,Uncharacterized,molecular_function
3235,YHR175W,Uncharacterized,transmembrane
